SnapshotID,HospitalID,DeptID,SnapshotDate,BedOccupancyRate,EquipmentUtilizationRate,StaffUtilizationRate,ERWaitTimeMinutes
11014,6,41,2020-06-08,0.96,0.49,0.49,6
11015,10,77,2022-05-07,0.66,0.4,0.44,50
11016,6,48,2023-06-13,0.86,0.16,0.61,19
11017,10,80,2024-05-02,0.4,0.15,0.92,27
11018,10,76,2020-11-08,0.75,0.51,0.58,39
11019,5,34,2020-04-27,0.82,0.41,0.35,12
11020,1,5,2023-07-15,0.97,0.74,0.91,37
11021,2,16,2023-08-05,0.97,0.48,0.67,65
11022,10,76,2024-07-22,0.44,0.23,0.88,16
11023,6,48,2020-03-29,0.95,0.2,0.34,17
11024,7,53,2023-07-07,0.76,0.72,0.47,25
11025,6,41,2022-03-30,0.67,0.34,0.95,26
11026,9,68,2020-12-24,0.48,0.58,0.54,1
11027,7,50,2024-02-06,0.81,0.94,0.39,19
11028,9,67,2020-10-23,0.68,0.69,0.61,14
11029,3,22,2023-03-10,0.44,0.77,0.33,8
11030,9,71,2021-08-13,0.76,0.81,0.64,113
11031,7,56,2020-06-21,0.53,0.67,0.72,45
11032,3,20,2024-07-28,0.82,0.9,0.79,38
11033,1,2,2021-03-14,0.27,0.71,0.69,46
11034,3,20,2021-04-20,0.92,0.82,0.41,2
11035,3,21,2020-11-25,0.84,0.27,0.65,16
11036,1,1,2020-07-30,0.45,0.26,0.35,24
11037,8,58,2021-09-14,0.47,0.18,0.9,7
11038,9,66,2025-02-19,0.36,0.16,0.63,24
11039,9,68,2021-11-22,0.55,0.46,0.56,9
11040,6,44,2022-12-05,0.78,0.62,0.75,2
11041,7,55,2024-10-06,0.23,0.23,0.35,19
11042,5,34,2020-08-09,0.74,0.43,0.53,27
11043,2,15,2020-06-04,0.27,0.27,0.48,49
11044,10,79,2022-07-13,0.79,0.26,0.65,66
11045,10,77,2022-02-06,0.46,0.42,0.85,33
11046,3,17,2021-09-29,0.93,0.76,0.6,30
11047,8,58,2020-03-12,0.47,0.5,0.64,59
11048,2,15,2020-03-15,0.74,0.18,0.49,23
11049,1,8,2023-07-09,0.8,0.25,0.62,29
11050,9,65,2020-04-20,0.36,0.64,0.76,33
11051,4,26,2025-07-09,0.34,0.43,0.93,107
11052,5,34,2025-09-20,0.66,0.67,0.43,9
11053,6,47,2025-07-17,0.3,0.86,0.9,29
11054,9,71,2022-05-10,0.75,0.61,0.68,27
11055,4,32,2024-03-09,0.64,0.49,0.83,22
11056,6,43,2025-06-03,0.89,0.25,0.59,28
11057,3,18,2025-04-05,0.45,0.31,0.88,69
11058,7,49,2022-11-10,0.87,0.37,0.81,18
11059,3,18,2021-12-28,0.34,0.2,0.35,0
11060,8,57,2020-07-28,0.84,0.11,0.8,45
11061,6,44,2022-06-11,0.24,0.92,0.85,58
11062,1,6,2021-01-24,0.36,0.21,0.31,21
11063,1,3,2022-09-05,0.6,0.95,0.92,32
11064,5,39,2025-07-17,0.78,0.2,0.6,39
11065,10,73,2025-07-26,0.8,0.67,0.89,56
11066,10,75,2023-09-20,0.44,0.77,0.67,2
11067,8,60,2020-06-02,0.88,0.95,0.43,97
11068,8,59,2022-07-19,0.25,0.23,0.82,100
11069,7,56,2020-08-05,0.69,0.62,0.57,29
11070,6,41,2021-07-26,0.52,0.69,0.5,102
11071,7,50,2020-01-12,0.25,0.48,0.75,68
11072,8,63,2025-06-08,0.55,0.36,0.68,1
11073,8,63,2024-07-20,0.33,0.86,0.77,8
11074,9,70,2024-05-04,0.3,0.14,0.88,54
11075,8,64,2020-11-08,0.8,0.93,0.87,18
11076,10,80,2023-02-24,0.43,0.5,0.73,3
11077,6,44,2022-10-28,0.23,0.21,0.92,37
11078,4,25,2025-09-09,0.37,0.73,0.75,84
11079,7,54,2020-08-23,0.89,0.86,0.61,45
11080,8,59,2021-05-31,0.3,0.57,0.42,4
11081,2,11,2022-08-16,0.42,0.35,0.49,13
11082,7,49,2021-12-13,0.77,0.11,0.5,57
11083,10,73,2024-10-06,0.78,0.88,0.59,11
11084,6,42,2022-06-27,0.58,0.61,0.55,11
11085,6,41,2023-11-15,0.34,0.21,0.94,94
11086,5,37,2021-11-04,0.36,0.4,0.86,8
11087,2,13,2025-03-23,0.97,0.62,0.53,0
11088,7,49,2024-11-25,0.65,0.91,0.74,9
11089,1,7,2020-05-11,0.94,0.1,0.68,39
11090,6,46,2025-01-30,0.9,0.11,0.71,68
11091,6,41,2020-07-03,0.56,0.44,0.42,1
11092,9,67,2022-02-08,0.79,0.16,0.54,139
11093,10,74,2022-06-07,0.72,0.68,0.53,27
11094,7,51,2025-06-15,0.44,0.7,0.91,7
11095,2,13,2023-10-23,0.77,0.9,0.91,18
11096,2,16,2020-04-05,0.85,0.11,0.66,25
11097,4,25,2021-10-06,0.87,0.82,0.66,20
11098,4,25,2024-09-16,0.4,0.54,0.43,16
11099,6,47,2024-07-28,0.32,0.88,0.77,32
11100,8,63,2021-05-31,0.37,0.72,0.91,4
11101,1,2,2023-06-09,0.48,0.17,0.64,9
11102,7,51,2022-04-04,0.82,0.82,0.47,11
11103,6,47,2022-04-11,0.55,0.42,0.86,32
11104,10,79,2024-06-16,0.58,0.86,0.38,40
11105,7,50,2023-07-18,0.95,0.22,0.58,49
11106,8,58,2023-12-10,0.33,0.57,0.55,4
11107,8,64,2025-10-26,0.87,0.79,0.91,33
11108,3,20,2021-05-03,0.78,0.89,0.59,11
11109,9,69,2022-11-09,0.39,0.74,0.77,8
11110,3,24,2022-08-24,0.53,0.83,0.46,116
11111,8,59,2024-11-10,0.4,0.88,0.35,17
11112,6,41,2021-10-10,0.23,0.73,0.74,15
11113,10,79,2025-05-05,0.94,0.71,0.78,3
11114,3,24,2022-12-01,0.22,0.77,0.4,64
11115,4,32,2020-01-20,0.42,0.31,0.4,92
11116,7,51,2024-04-05,0.68,0.16,0.92,37
11117,10,76,2020-02-19,0.22,0.53,0.37,3
11118,7,56,2020-12-27,0.73,0.73,0.58,1
11119,9,72,2024-05-18,0.66,0.65,0.84,47
11120,3,23,2024-12-27,0.5,0.62,0.72,45
11121,2,15,2025-09-16,0.94,0.23,0.48,4
11122,7,52,2021-05-09,0.4,0.2,0.84,173
11123,5,38,2020-12-27,0.81,0.46,0.68,25
11124,1,3,2021-05-19,0.8,0.63,0.73,66
11125,2,12,2022-12-11,0.56,0.95,0.85,1
11126,5,35,2024-02-01,0.52,0.59,0.77,25
11127,1,1,2024-12-27,0.76,0.34,0.62,0
11128,2,15,2022-09-12,0.53,0.8,0.55,40
11129,4,27,2023-04-13,0.32,0.24,0.42,37
11130,10,73,2024-04-10,0.64,0.38,0.68,5
11131,4,30,2025-08-17,0.5,0.11,0.57,43
11132,9,68,2024-10-28,0.4,0.87,0.6,50
11133,10,77,2020-12-20,0.2,0.12,0.67,46
11134,3,21,2025-06-06,0.65,0.19,0.38,117
11135,2,9,2021-08-31,0.47,0.39,0.51,41
11136,4,26,2023-05-20,0.23,0.91,0.37,13
11137,6,47,2023-11-15,0.46,0.39,0.82,19
11138,8,57,2023-03-06,0.4,0.69,0.83,1
11139,1,8,2023-12-09,0.4,0.78,0.35,27
11140,8,57,2024-09-12,0.77,0.5,0.81,8
11141,5,34,2025-02-20,0.2,0.74,0.5,33
11142,4,26,2020-05-03,0.27,0.24,0.49,5
11143,5,35,2023-12-21,0.55,0.14,0.84,22
11144,4,25,2020-02-22,0.35,0.66,0.62,1
11145,3,19,2024-11-25,0.67,0.55,0.62,5
11146,9,71,2023-12-02,0.24,0.58,0.78,51
11147,8,58,2023-03-27,0.25,0.16,0.36,6
11148,4,26,2025-04-30,0.32,0.9,0.94,31
11149,2,16,2024-07-18,0.83,0.41,0.7,89
11150,7,52,2025-05-29,0.53,0.84,0.79,3
11151,5,38,2020-07-27,0.73,0.22,0.69,11
11152,10,75,2023-09-13,0.92,0.3,0.79,6
11153,2,11,2022-01-21,0.62,0.36,0.68,84
11154,9,67,2024-02-14,0.55,0.17,0.77,44
11155,9,72,2024-09-23,0.66,0.5,0.93,7
11156,7,51,2022-07-12,0.5,0.33,0.64,0
11157,8,64,2021-09-16,0.68,0.61,0.46,17
11158,2,16,2021-06-04,0.55,0.56,0.64,28
11159,3,23,2025-07-19,0.33,0.3,0.36,0
11160,7,51,2022-07-17,0.24,0.94,0.79,140
11161,3,24,2021-04-16,0.61,0.77,0.56,18
11162,3,17,2021-08-04,0.21,0.5,0.4,3
11163,2,16,2024-05-13,0.63,0.19,0.49,6
11164,4,32,2020-08-02,0.45,0.44,0.66,2
11165,7,51,2022-06-16,0.37,0.51,0.52,16
11166,7,50,2022-07-12,0.34,0.76,0.43,7
11167,6,43,2023-07-22,0.49,0.78,0.52,17
11168,6,45,2020-05-22,0.55,0.23,0.58,11
11169,7,49,2023-12-17,0.83,0.12,0.71,2
11170,2,13,2022-10-03,0.23,0.33,0.58,9
11171,10,78,2021-12-24,0.92,0.79,0.46,26
11172,3,21,2024-03-22,0.98,0.5,0.88,17
11173,6,45,2025-05-24,0.33,0.34,0.72,24
11174,6,44,2025-01-07,0.97,0.79,0.44,53
11175,10,76,2025-08-25,0.58,0.82,0.5,62
11176,5,38,2021-01-24,0.53,0.45,0.45,60
11177,4,26,2025-06-25,0.81,0.81,0.8,101
11178,6,44,2021-02-01,0.57,0.34,0.33,14
11179,6,43,2021-11-29,0.48,0.93,0.49,24
11180,5,38,2020-02-08,0.72,0.59,0.77,51
11181,10,74,2025-06-21,0.8,0.69,0.8,73
11182,9,68,2024-03-15,0.86,0.34,0.75,5
11183,1,7,2020-01-27,0.55,0.49,0.72,31
11184,1,2,2024-01-02,0.23,0.82,0.84,27
11185,3,23,2022-01-28,0.37,0.76,0.59,84
11186,8,58,2024-11-21,0.69,0.52,0.59,10
11187,2,9,2022-03-27,0.69,0.46,0.47,1
11188,6,47,2025-08-25,0.77,0.68,0.62,8
11189,5,39,2020-10-22,0.38,0.12,0.7,97
11190,7,49,2025-09-27,0.34,0.62,0.39,15
11191,7,50,2022-04-26,0.32,0.35,0.39,1
11192,7,54,2024-10-25,0.49,0.37,0.71,16
11193,10,74,2022-03-27,0.29,0.33,0.68,75
11194,3,17,2023-10-15,0.43,0.55,0.9,17
11195,10,79,2023-02-08,0.34,0.73,0.31,2
11196,2,12,2024-05-11,0.62,0.15,0.6,20
11197,10,77,2025-09-21,0.61,0.45,0.45,43
11198,10,79,2020-06-12,0.88,0.37,0.52,20
11199,10,74,2023-01-29,0.85,0.54,0.74,53
11200,10,75,2023-06-02,0.86,0.76,0.58,5
11201,3,23,2025-08-10,0.3,0.49,0.89,14
11202,7,49,2023-11-04,0.71,0.42,0.65,24
11203,1,5,2023-05-01,0.78,0.21,0.69,3
11204,3,22,2025-04-02,0.59,0.89,0.87,13
11205,10,74,2022-11-08,0.75,0.44,0.3,5
11206,5,40,2023-11-08,0.29,0.34,0.58,4
11207,4,31,2020-03-15,0.91,0.24,0.85,11
11208,1,1,2023-11-14,0.5,0.42,0.94,2
11209,2,15,2020-07-27,0.86,0.43,0.6,4
11210,8,57,2020-09-16,0.66,0.22,0.67,76
11211,6,48,2021-06-01,0.86,0.48,0.51,47
11212,5,34,2022-11-27,0.79,0.72,0.41,166
11213,4,30,2023-07-04,0.25,0.9,0.59,123
11214,7,49,2021-11-20,0.61,0.74,0.93,2
11215,8,61,2024-01-02,0.92,0.11,0.75,57
11216,9,72,2024-01-10,0.45,0.64,0.85,20
11217,3,17,2021-06-25,0.65,0.9,0.59,26
11218,3,20,2024-11-13,0.48,0.6,0.84,11
11219,2,14,2022-07-28,0.24,0.44,0.84,38
11220,3,21,2021-06-15,0.29,0.65,0.79,3
11221,9,72,2021-10-15,0.72,0.83,0.87,51
11222,6,41,2021-11-19,0.92,0.31,0.49,5
11223,1,8,2024-05-04,0.83,0.73,0.88,52
11224,7,49,2021-04-18,0.9,0.79,0.71,10
11225,6,44,2021-01-16,0.7,0.28,0.73,0
11226,7,53,2021-05-04,0.26,0.31,0.47,71
11227,1,8,2020-07-27,0.88,0.85,0.95,81
11228,7,55,2025-09-27,0.88,0.7,0.64,4
11229,7,55,2024-04-25,0.65,0.47,0.49,3
11230,1,6,2024-03-01,0.77,0.82,0.46,12
11231,1,3,2021-06-28,0.61,0.56,0.61,19
11232,7,51,2024-08-08,0.85,0.72,0.72,64
11233,4,32,2020-09-06,0.28,0.44,0.75,4
11234,8,58,2022-01-03,0.95,0.79,0.6,1
11235,4,27,2023-01-03,0.82,0.16,0.48,4
11236,3,21,2024-08-13,0.85,0.34,0.89,6
11237,5,36,2024-02-16,0.8,0.23,0.32,12
11238,2,15,2024-06-22,0.78,0.46,0.82,30
11239,3,23,2020-07-02,0.39,0.56,0.94,105
11240,5,38,2023-02-27,0.98,0.9,0.54,26
11241,9,66,2022-03-04,0.42,0.61,0.59,1
11242,1,1,2023-04-14,0.97,0.67,0.44,16
11243,3,17,2021-04-30,0.21,0.58,0.55,13
11244,1,2,2024-03-26,0.44,0.16,0.62,39
11245,1,7,2021-01-25,0.24,0.58,0.74,5
11246,3,18,2022-05-11,0.35,0.75,0.53,13
11247,1,5,2021-12-10,0.91,0.73,0.78,40
11248,4,31,2025-10-03,0.2,0.54,0.66,7
11249,10,80,2022-11-02,0.98,0.67,0.8,10
11250,3,22,2022-06-14,0.81,0.33,0.93,16
11251,6,44,2020-06-16,0.32,0.31,0.9,6
11252,9,67,2024-11-14,0.52,0.86,0.36,81
11253,7,56,2023-07-28,0.22,0.23,0.39,43
11254,2,10,2024-10-23,0.49,0.55,0.62,19
11255,1,4,2021-08-10,0.23,0.27,0.66,7
11256,2,16,2022-05-14,0.26,0.53,0.66,42
11257,5,34,2025-10-27,0.54,0.82,0.86,14
11258,6,46,2021-05-10,0.66,0.88,0.81,48
11259,2,11,2021-10-26,0.21,0.71,0.88,1
11260,7,51,2025-01-28,0.28,0.94,0.7,7
11261,5,35,2020-03-26,0.47,0.22,0.95,37
11262,4,31,2022-10-24,0.25,0.95,0.6,0
11263,8,58,2021-05-29,0.65,0.26,0.62,56
11264,5,37,2025-10-28,0.22,0.89,0.88,37
11265,2,10,2025-01-14,0.44,0.82,0.91,70
11266,4,27,2024-06-23,0.59,0.82,0.4,14
11267,2,11,2021-05-31,0.45,0.37,0.39,36
11268,3,19,2024-09-11,0.83,0.35,0.56,41
11269,9,66,2022-11-22,0.22,0.82,0.89,41
11270,2,12,2022-07-04,0.43,0.83,0.73,70
11271,10,75,2024-08-07,0.87,0.29,0.84,1
11272,3,18,2022-12-30,0.41,0.28,0.62,33
11273,4,25,2023-10-02,0.24,0.34,0.54,69
11274,2,11,2025-08-11,0.59,0.35,0.31,46
11275,3,17,2022-08-16,0.9,0.81,0.57,25
11276,10,79,2022-12-26,0.22,0.21,0.83,40
11277,10,75,2021-06-14,0.98,0.42,0.45,65
11278,6,41,2023-04-05,0.66,0.2,0.66,134
11279,9,68,2022-08-17,0.71,0.73,0.9,94
11280,1,1,2020-02-09,0.95,0.84,0.74,28
11281,5,38,2020-01-13,0.42,0.41,0.94,50
11282,6,46,2025-04-03,0.85,0.34,0.33,56
11283,2,9,2021-02-23,0.76,0.73,0.37,5
11284,10,75,2024-08-20,0.83,0.26,0.32,23
11285,5,33,2023-08-24,0.33,0.79,0.86,13
11286,9,66,2025-03-24,0.3,0.94,0.9,86
11287,6,44,2021-10-26,0.25,0.16,0.83,51
11288,1,5,2023-11-11,0.49,0.56,0.48,33
11289,3,24,2020-02-10,0.6,0.41,0.7,47
11290,8,62,2023-11-12,0.67,0.45,0.37,18
11291,4,31,2025-01-02,0.73,0.61,0.88,10
11292,10,77,2025-07-14,0.8,0.79,0.93,9
11293,10,80,2023-05-09,0.66,0.33,0.52,111
11294,2,9,2022-09-13,0.56,0.45,0.72,6
11295,1,6,2020-04-12,0.26,0.54,0.63,11
11296,1,3,2021-12-25,0.71,0.59,0.43,28
11297,9,67,2024-07-11,0.99,0.64,0.43,18
11298,5,35,2024-08-11,0.68,0.19,0.69,4
11299,8,57,2023-05-19,0.88,0.12,0.43,17
11300,1,2,2023-03-02,0.47,0.1,0.38,12
11301,4,25,2024-06-13,0.58,0.87,0.51,2
11302,8,57,2024-03-08,0.81,0.11,0.45,51
11303,1,1,2022-06-08,0.23,0.11,0.31,49
11304,2,16,2020-08-17,0.73,0.44,0.89,5
11305,3,18,2023-02-19,0.88,0.29,0.92,14
11306,6,44,2023-07-03,0.71,0.26,0.48,3
11307,1,7,2022-05-14,0.86,0.66,0.53,2
11308,1,7,2021-08-18,0.9,0.75,0.36,20
11309,8,62,2020-03-26,0.42,0.34,0.93,6
11310,7,56,2023-02-10,0.99,0.11,0.41,1
11311,10,75,2020-12-07,0.72,0.78,0.82,81
11312,7,50,2020-11-26,0.47,0.78,0.89,18
11313,4,32,2022-11-26,0.2,0.58,0.64,5
11314,4,31,2020-01-04,0.33,0.55,0.33,70
11315,8,58,2024-10-11,0.8,0.56,0.7,17
11316,5,37,2023-08-19,0.39,0.65,0.93,22
11317,10,74,2021-10-03,0.61,0.67,0.38,17
11318,8,64,2021-11-19,0.38,0.66,0.38,7
11319,9,69,2020-04-22,0.51,0.55,0.58,71
11320,6,43,2022-08-19,0.82,0.89,0.41,6
11321,8,61,2022-03-15,0.49,0.18,0.73,55
11322,1,7,2023-01-04,0.24,0.69,0.52,102
11323,2,15,2024-05-26,0.77,0.29,0.32,56
11324,6,47,2022-12-04,0.54,0.17,0.73,33
11325,8,57,2023-03-08,0.39,0.78,0.55,12
11326,10,73,2022-01-31,0.48,0.44,0.39,2
11327,7,51,2024-12-25,0.27,0.15,0.81,8
11328,6,42,2021-03-11,0.74,0.38,0.88,77
11329,2,15,2024-09-13,0.43,0.13,0.85,6
11330,2,16,2024-10-06,0.87,0.71,0.79,67
11331,9,65,2022-01-21,0.78,0.31,0.43,0
11332,4,25,2020-10-30,0.26,0.7,0.6,10
11333,3,17,2021-04-03,0.55,0.27,0.66,4
11334,4,32,2020-04-21,0.65,0.6,0.42,23
11335,10,79,2021-01-05,0.46,0.4,0.63,20
11336,2,13,2021-08-31,0.71,0.8,0.76,11
11337,4,26,2020-12-27,0.68,0.95,0.85,9
11338,6,41,2025-03-29,0.74,0.62,0.73,13
11339,7,51,2024-11-09,0.59,0.85,0.81,16
11340,1,8,2025-09-11,0.66,0.42,0.88,76
11341,6,41,2023-07-29,0.28,0.56,0.67,38
11342,9,66,2023-11-24,0.77,0.18,0.38,0
11343,2,10,2021-06-13,0.54,0.78,0.9,11
11344,10,74,2023-11-12,0.79,0.33,0.65,0
11345,4,29,2024-11-21,0.55,0.56,0.47,85
11346,4,29,2022-07-22,0.69,0.66,0.34,62
11347,10,74,2020-01-04,0.84,0.25,0.34,51
11348,9,69,2024-10-04,0.29,0.58,0.95,17
11349,6,44,2021-08-09,0.78,0.81,0.31,37
11350,7,50,2020-08-26,0.54,0.62,0.79,8
11351,7,52,2022-03-05,0.63,0.52,0.78,9
11352,2,10,2025-04-12,0.23,0.88,0.65,84
11353,6,43,2025-05-17,0.68,0.2,0.48,28
11354,5,34,2022-10-31,0.58,0.44,0.73,39
11355,9,66,2024-05-24,0.45,0.83,0.82,25
11356,8,60,2025-05-24,0.62,0.36,0.64,47
11357,5,35,2025-09-04,0.36,0.7,0.91,24
11358,2,15,2022-05-06,0.91,0.94,0.64,1
11359,3,18,2021-02-16,0.45,0.68,0.71,50
11360,4,30,2024-04-09,0.24,0.91,0.83,25
11361,9,67,2020-10-05,0.71,0.6,0.54,24
11362,6,42,2025-10-30,0.67,0.35,0.64,7
11363,10,80,2023-02-19,0.82,0.39,0.67,8
11364,9,71,2023-07-07,0.64,0.28,0.81,154
11365,4,28,2020-11-14,0.69,0.44,0.43,50
11366,6,47,2023-02-09,0.6,0.91,0.5,35
11367,2,15,2024-06-17,0.69,0.34,0.93,28
11368,2,14,2022-08-19,0.22,0.77,0.88,88
11369,10,80,2023-10-28,0.32,0.39,0.81,10
11370,7,51,2024-09-25,0.8,0.26,0.53,29
11371,3,22,2021-10-05,0.44,0.14,0.48,32
11372,10,77,2024-06-13,0.51,0.71,0.82,8
11373,5,38,2020-05-02,0.36,0.27,0.49,32
11374,8,58,2024-08-07,0.68,0.49,0.82,20
11375,8,61,2025-04-11,0.66,0.45,0.65,47
11376,3,17,2020-09-20,0.27,0.27,0.33,4
11377,9,65,2021-12-18,0.61,0.17,0.61,25
11378,1,5,2022-11-19,0.27,0.37,0.67,32
11379,2,11,2022-09-08,0.52,0.32,0.75,58
11380,5,37,2021-05-07,0.66,0.17,0.66,106
11381,10,75,2024-01-14,0.8,0.47,0.62,2
11382,4,25,2020-10-01,0.6,0.25,0.9,22
11383,4,28,2025-07-07,0.44,0.31,0.52,12
11384,1,5,2021-06-24,0.49,0.91,0.79,14
11385,3,17,2023-04-13,0.31,0.11,0.48,129
11386,2,11,2020-08-26,0.22,0.89,0.68,12
11387,4,29,2024-03-17,0.52,0.67,0.6,22
11388,2,9,2022-07-19,0.5,0.22,0.43,32
11389,5,40,2024-07-18,0.21,0.45,0.35,11
11390,3,21,2020-03-24,0.49,0.56,0.83,9
11391,9,68,2022-04-20,0.73,0.58,0.58,8
11392,2,13,2021-02-28,0.4,0.91,0.81,0
11393,7,52,2023-06-24,0.71,0.22,0.59,28
11394,2,12,2023-03-27,0.62,0.87,0.64,8
11395,10,79,2024-01-24,0.61,0.56,0.54,5
11396,10,73,2021-06-08,0.52,0.91,0.48,69
11397,7,54,2023-02-16,0.86,0.9,0.73,4
11398,6,43,2022-12-12,0.74,0.47,0.58,2
11399,6,47,2020-05-31,0.41,0.71,0.54,44
11400,2,12,2023-07-13,0.28,0.74,0.7,59
11401,3,17,2024-05-14,0.42,0.84,0.92,2
11402,6,44,2022-12-14,0.46,0.37,0.71,14
11403,10,77,2023-12-09,0.82,0.12,0.8,12
11404,10,74,2024-10-18,0.32,0.39,0.48,15
11405,10,75,2022-07-01,0.62,0.61,0.35,29
11406,6,44,2023-02-01,0.77,0.23,0.52,31
11407,9,70,2020-07-12,0.35,0.46,0.54,47
11408,7,50,2024-05-07,0.25,0.43,0.5,34
11409,2,11,2021-09-15,0.77,0.88,0.35,0
11410,3,17,2021-02-11,0.84,0.91,0.85,13
11411,1,6,2025-08-20,0.88,0.87,0.49,69
11412,2,10,2024-01-28,0.25,0.52,0.4,102
11413,1,8,2025-03-19,0.93,0.23,0.72,34
11414,7,51,2021-03-04,0.59,0.66,0.85,99
11415,5,35,2022-06-28,0.69,0.31,0.78,5
11416,4,32,2021-03-30,0.22,0.56,0.86,6
11417,2,11,2020-04-18,0.6,0.89,0.75,52
11418,6,42,2024-06-01,0.88,0.57,0.72,0
11419,9,68,2024-07-11,0.77,0.46,0.32,12
11420,3,22,2023-05-13,0.41,0.95,0.76,20
11421,1,8,2020-03-10,0.73,0.43,0.46,8
11422,4,26,2023-12-23,0.61,0.44,0.9,10
11423,4,31,2024-04-08,0.83,0.48,0.79,7
11424,4,29,2024-02-10,0.86,0.37,0.93,17
11425,9,67,2022-09-30,0.57,0.53,0.54,11
11426,10,77,2020-06-14,0.87,0.91,0.34,58
11427,9,68,2023-07-14,0.95,0.41,0.38,9
11428,5,35,2025-04-09,0.74,0.21,0.73,38
11429,2,11,2025-03-06,0.98,0.87,0.46,37
11430,8,63,2022-12-14,0.91,0.13,0.69,7
11431,9,72,2023-01-19,0.52,0.54,0.59,23
11432,5,34,2021-09-03,0.58,0.45,0.82,0
11433,6,47,2024-06-26,0.74,0.54,0.86,29
11434,8,64,2024-05-30,0.62,0.21,0.47,23
11435,4,31,2022-05-06,0.52,0.21,0.72,42
11436,2,16,2023-01-15,0.42,0.6,0.65,40
11437,2,13,2023-10-25,0.34,0.95,0.56,7
11438,10,79,2021-06-04,0.35,0.7,0.67,59
11439,2,9,2020-05-23,0.96,0.34,0.9,36
11440,5,36,2022-06-19,0.26,0.27,0.49,29
11441,4,25,2020-03-19,0.57,0.28,0.93,33
11442,8,62,2024-02-28,0.24,0.6,0.59,39
11443,3,21,2024-05-25,0.4,0.16,0.74,49
11444,9,65,2025-05-30,0.94,0.8,0.66,69
11445,1,3,2022-06-30,0.83,0.36,0.85,56
11446,6,48,2020-01-13,0.63,0.81,0.66,11
11447,5,37,2024-12-31,0.47,0.19,0.64,3
11448,5,39,2020-02-05,0.95,0.28,0.7,10
11449,1,5,2023-12-25,0.86,0.56,0.72,3
11450,7,49,2021-11-05,0.49,0.61,0.81,37
11451,3,22,2025-01-20,0.81,0.21,0.62,36
11452,4,32,2022-12-29,0.31,0.49,0.39,45
11453,9,72,2024-06-23,0.73,0.74,0.92,137
11454,8,64,2020-03-01,0.61,0.58,0.46,20
11455,2,15,2021-11-14,0.59,0.93,0.57,19
11456,8,60,2023-04-10,0.37,0.4,0.72,40
11457,3,23,2023-06-11,0.89,0.42,0.71,33
11458,1,5,2023-07-31,0.76,0.72,0.63,19
11459,1,4,2024-02-13,0.93,0.78,0.8,4
11460,7,51,2025-05-11,0.42,0.6,0.93,7
11461,6,45,2024-08-21,0.79,0.83,0.8,4
11462,8,64,2025-05-20,0.97,0.54,0.79,116
11463,5,35,2023-02-03,0.44,0.56,0.56,9
11464,10,75,2023-02-28,0.61,0.3,0.49,7
11465,8,59,2022-05-26,0.27,0.85,0.91,27
11466,4,30,2025-08-03,0.94,0.23,0.32,9
11467,5,34,2024-08-27,0.44,0.57,0.51,5
11468,8,58,2023-01-08,0.89,0.75,0.76,15
11469,4,29,2024-07-25,0.52,0.5,0.48,2
11470,1,8,2025-01-17,0.88,0.79,0.6,20
11471,4,32,2025-08-01,0.86,0.3,0.87,2
11472,8,61,2023-03-30,0.65,0.83,0.41,33
11473,5,37,2022-01-18,0.55,0.64,0.56,122
11474,8,62,2023-03-01,0.62,0.31,0.46,2
11475,4,28,2020-05-04,0.62,0.52,0.39,125
11476,10,78,2021-03-15,0.46,0.27,0.34,40
11477,6,45,2021-08-19,0.79,0.72,0.39,74
11478,8,61,2024-04-18,0.49,0.23,0.61,20
11479,6,42,2021-01-07,0.54,0.75,0.85,10
11480,9,69,2024-01-26,0.85,0.12,0.39,22
11481,4,31,2021-12-13,0.58,0.82,0.67,9
11482,1,2,2022-02-28,0.29,0.43,0.71,36
11483,4,31,2020-10-04,0.95,0.51,0.72,7
11484,7,52,2021-03-27,0.45,0.39,0.55,58
11485,6,46,2022-12-04,0.81,0.38,0.83,9
11486,6,42,2023-05-25,0.91,0.27,0.45,97
11487,10,76,2022-01-20,0.34,0.69,0.58,57
11488,1,7,2020-07-21,0.39,0.94,0.56,19
11489,8,58,2023-03-25,0.73,0.93,0.58,3
11490,7,50,2024-07-02,0.32,0.38,0.58,58
11491,7,53,2021-09-28,0.55,0.53,0.34,7
11492,10,77,2020-01-30,0.47,0.21,0.76,72
11493,3,21,2022-09-19,0.55,0.83,0.48,40
11494,6,41,2022-08-29,0.86,0.65,0.55,189
11495,10,78,2023-03-09,0.87,0.52,0.69,6
11496,7,55,2024-10-01,0.32,0.51,0.52,47
11497,1,5,2023-06-25,0.78,0.84,0.84,57
11498,6,47,2024-07-21,0.63,0.14,0.35,30
11499,3,23,2022-07-07,0.27,0.15,0.32,66
11500,1,5,2024-01-19,0.49,0.66,0.61,73
11501,5,33,2022-08-26,0.36,0.37,0.37,25
11502,4,32,2022-04-26,0.87,0.56,0.41,28
11503,3,22,2025-06-12,0.47,0.35,0.92,12
11504,5,34,2024-03-14,0.33,0.21,0.88,181
11505,3,21,2025-10-09,0.83,0.39,0.59,109
11506,6,43,2024-11-05,0.22,0.61,0.93,61
11507,5,40,2024-08-10,0.47,0.7,0.91,9
11508,1,3,2020-07-23,0.78,0.67,0.88,129
11509,9,66,2021-02-22,0.7,0.43,0.43,3
11510,5,35,2021-09-05,0.65,0.34,0.51,22
